table_id,time_quantum,processes
810,4,"5.3,11.4,6;2.0,10.6,6;1.0,8.4,3;3.8,9.0,4;5.5,13.3,4;1.1,3.3,5;2.8,7.4,6;5.9,3.5,4;3.4,1.2,4"
811,5,"7.0,4.8,5;5.3,9.9,6;1.9,14.9,3;4.9,12.4,3;3.8,12.4,3;2.2,3.9,6;4.6,2.8,6"
812,1,"0.3,1.3,4;0.2,3.6,7;3.2,0.8,7;8.0,2.5,4;1.4,8.3,6;0.6,3.3,8;0.0,0.7,4;2.0,0.8,8;9.2,3.5,8;4.3,2.7,6"
813,5,"4.9,6.6,3;6.3,13.3,3;4.0,10.2,5;4.5,12.6,4;3.1,8.4,6;6.0,6.6,6;5.3,14.1,4;3.0,13.1,3;4.0,1.1,6;4.7,12.9,4"
814,1,"1.2,1.9,7;7.1,2.7,9;4.1,0.8,9;0.3,3.4,2;8.5,3.7,3;8.3,7.3,4;4.6,0.8,10"
815,3,"1.3,7.9,9;13.1,1.1,9;2.1,2.1,6;16.0,9.3,10;1.4,7.6,8;0.9,7.5,7;0.1,3.6,8;18.8,6.2,10;4.3,2.5,9;14.1,4.6,10;19.6,9.5,9;6.6,3.1,7;3.5,2.6,8;1.3,7.6,6;5.9,1.5,8;8.7,5.8,9;3.1,7.5,6;8.7,4.7,8;17.2,4.8,8;8.1,1.6,1"
816,1,"7.0,8.1,3;8.2,1.7,6;5.6,0.9,10;9.7,0.8,5;2.9,3.0,3"
817,5,"0,1.7,3;0,2.9,3;3.6,4.5,3;0,8.7,6;0,12.3,5"
818,3,"9.4,1.9,10;0.4,3.4,10;7.0,1.0,1;8.0,2.1,5;7.1,3.0,1;0.5,3.3,5;2.0,0.5,4;1.7,1.5,8;8.4,0.5,1;7.0,4.6,10;8.5,7.3,4;1.0,2.0,8;8.1,2.5,4;8.6,6.6,3;2.8,1.1,1"
819,3,"0.8,0.7,1;8.0,0.7,6;3.1,4.1,2;0.6,1.5,1;3.3,2.2,3;2.8,2.2,10;7.6,1.0,10;4.3,1.5,10;4.6,3.1,9;6.5,1.2,8;7.7,1.3,5;5.9,1.8,5;8.3,0.5,5"
820,2,"4.9,0.6,10;6.5,3.7,8;3.1,1.7,5;1.8,1.1,8"
821,,"0,10.6,5;0,9.5,5;0,10.5,5;0,10.2,5;0,9.5,5;0,11.3,5;0,10.7,5;0,11.0,5;0,10.5,5;0,11.2,5;0,10.3,5;0,11.1,5;0,11.0,5;0,10.4,5;0,9.5,5;0,10.6,5"
822,2,"2.8,10.7,3;3.9,9.5,5;2.0,13.5,6;0.6,6.1,7;3.0,14.5,6;3.3,14.8,5;0,3.1,6;2.3,1.1,3;0.8,1.0,6;0,5.8,4;2.2,5.3,6;2.6,7.0,4;1.0,12.2,3;0.3,15.0,3;1.3,2.1,4;2.4,1.5,5;0.9,5.7,7"
823,1,"1.2,1.9,10;0.2,2.3,3;6.9,0.6,1;4.2,4.5,3;4.3,5.0,6;7.9,5.5,7;1.3,0.5,9;3.3,1.0,8;0.9,1.1,8;1.3,1.7,6"
824,2,"1.0,1.1,1;9.5,2.1,4;4.7,2.1,7;4.9,0.6,2;8.7,4.9,9;3.5,1.0,8;3.8,7.5,8;9.8,0.8,6;3.3,1.1,5;9.4,1.8,5;2.9,1.9,7;7.6,2.1,9;5.2,0.7,3;6.6,2.1,2;1.7,0.6,3;6.8,3.0,9;5.0,2.1,1;3.4,4.3,8;3.9,3.3,4;4.0,2.2,9"
825,1,"9.9,2.9,10;18.8,6.2,7;15.3,9.4,5;13.2,6.2,10;16.4,9.0,7;4.6,5.9,9;2.1,6.8,10;14.2,8.3,10;1.0,8.4,9;15.8,4.7,6;13.2,9.1,6;11.4,3.7,7;11.1,8.0,5;4.7,6.8,8;19.9,3.5,1"
826,4,"6.5,2.3,2;6.8,7.1,3;6.8,1.8,6;8.7,1.5,4;6.0,0.8,3;7.1,0.5,3;9.4,3.4,8;3.4,0.9,2"
827,2,"2.4,3.6,8;4.3,0.9,7;2.6,6.5,7;7.1,2.8,5;8.9,0.5,10;9.8,3.7,2;5.7,1.1,8;9.2,0.7,9;7.5,4.9,4;4.4,1.4,1;4.7,2.7,10;1.1,1.2,7;1.9,5.6,4;4.7,1.9,8;4.7,0.7,6;8.0,3.7,7;9.9,2.3,2;4.9,0.6,5;4.3,1.6,4"
828,1,"9.0,2.8,10;5.0,1.3,3;0.1,1.4,5;7.6,0.9,2;1.6,1.9,9;0.1,1.1,7;1.9,6.4,2;8.8,1.1,1;9.8,1.9,1;4.5,2.5,5;9.4,6.8,10;4.3,2.6,7;1.5,2.8,3;0.6,5.3,5;3.3,1.6,5;1.7,1.7,10;4.7,2.2,5"
829,3,"1.0,1.7,5;6.6,1.9,9;3.9,1.1,3;4.7,1.3,10;4.3,1.4,4;3.2,1.3,2;3.6,6.8,6;9.9,1.3,8;4.4,0.6,8;3.5,1.0,3"
830,4,"0.7,3.0,7;5.8,3.8,3;9.8,2.4,3;0.7,2.5,2;9.1,0.7,9;7.2,1.1,9;0.2,6.4,8;7.1,0.7,4"
831,5,"2.1,12.6,5;4.3,13.3,4;5.6,11.0,3;4.1,3.1,7;1.9,11.9,7;8.6,4.2,5;1.4,7.6,7;0.8,13.3,4"
832,,"0,13.3,5;0,12.7,5;0,14.7,5;0,14.7,5;0,14.5,5;0,13.8,5;0,13.9,5;0,13.4,5;0,14.7,5;0,12.9,5;0,12.8,5;0,13.9,5;0,13.4,5;0,13.9,5;0,13.5,5;0,13.9,5;0,13.2,5;0,12.7,5"
833,3,"6.5,2.5,1;3.9,3.8,3;4.0,0.6,8;6.4,0.5,3"
834,1,"1.0,4.2,8;8.2,9.0,7;14.7,2.7,9;10.9,6.1,1;4.0,7.8,10;12.7,8.5,5;11.3,1.7,8;11.9,2.1,6;10.4,8.8,8;15.0,6.2,6;1.6,5.3,9;0.8,9.1,5;7.3,2.0,8;8.3,4.4,9;3.3,7.1,7;3.9,9.3,5;2.8,2.7,7"
835,2,"3.1,6.4,1;7.4,3.1,5;1.9,2.2,7;1.2,1.5,8;4.9,1.1,8;5.1,4.7,5"
836,4,"1.0,2.5,4;4.7,0.8,8;3.6,0.5,4;4.4,1.3,7"
837,4,"7.9,2.6,7;1.3,3.8,8;8.2,1.3,5;1.8,1.4,8;3.0,0.8,6;4.5,2.8,1;0.8,2.3,5;6.8,1.3,2;5.0,3.0,5;8.2,5.1,1;1.9,0.9,10;6.9,4.7,7;3.3,8.3,6;1.4,8.0,7;3.3,3.4,5"
838,4,"15.9,4.1,9;11.7,7.4,10;18.6,5.9,5;2.4,5.6,1"
839,1,"5.6,4.9,10;3.4,1.0,7;18.9,1.9,7;8.0,3.5,7;13.4,2.2,10;14.6,2.4,1;8.2,4.4,6;6.0,8.4,10;6.8,8.2,8;4.6,1.7,6;18.2,3.8,5;3.4,5.7,9;19.4,4.3,8;17.6,4.9,5;9.7,4.1,10;14.4,7.3,10;14.8,9.3,9"
840,2,"0,6.2,7;0,9.3,6;0,12.5,7;0,3.4,4;3.0,10.9,5;0,13.5,4;0,3.2,7;0,1.1,5;0.3,3.6,3;2.0,13.7,3;0,6.9,4"
841,4,"0.3,0.8,5;8.1,5.0,9;8.7,0.5,3;2.3,0.7,4;8.8,1.8,1;3.3,2.7,2;0.9,1.2,10;6.7,4.5,3;3.9,1.1,7;1.9,5.4,6;9.1,2.4,1;9.4,2.0,10;2.6,3.0,4;2.0,0.7,8;8.2,3.4,10;9.8,5.1,7"
842,1,"5.7,1.7,4;3.3,2.2,7;3.4,2.8,8;7.3,0.7,7;5.3,1.0,8;7.0,0.9,7;1.2,1.0,1;7.0,3.0,4;6.0,6.0,10;0.2,2.3,3;7.2,0.8,5;2.3,2.0,1;2.8,2.9,2;4.8,1.5,5;2.2,0.8,3"
843,1,"16.0,10.0,7;11.9,6.7,10;5.3,9.7,7;4.8,8.5,9;14.1,3.0,10;15.6,7.1,7;6.4,3.1,9;15.9,9.4,10;2.2,7.8,8;4.6,2.3,1;4.2,2.2,5;16.5,1.6,5"
844,3,"4.0,10.1,5;0.4,13.8,6;0.2,7.8,7;1.6,12.8,7;2.5,14.8,5;2.3,7.7,6;2.1,8.8,4;3.3,14.5,5"
845,3,"4.7,3.1,2;4.7,4.1,1;3.2,3.1,8;8.9,1.9,9"
846,,"0,9.5,5;0,10.5,5;0,10.1,5;0,10.3,5;0,10.7,5;0,9.2,5;0,9.3,5;0,11.1,5;0,11.0,5;0,10.0,5;0,9.6,5;0,9.4,5;0,9.6,5;0,10.9,5;0,10.6,5;0,9.8,5;0,10.4,5;0,11.1,5;0,9.6,5;0,9.4,5"
847,4,"5.9,1.6,7;6.7,1.2,10;9.2,0.6,1;7.1,2.2,7;6.5,1.6,8;9.5,1.7,1;1.6,2.5,4;9.4,1.4,6;8.6,3.0,4;4.0,5.0,9"
848,4,"14.9,4.6,7;7.3,1.2,9;3.7,8.8,9;17.1,5.5,1;0.2,3.3,8;2.5,2.0,6;19.2,4.6,7;7.7,7.0,6;11.2,8.7,5;17.2,2.9,5"
849,3,"6.6,1.8,5;1.9,0.7,5;1.4,2.3,5;7.1,1.7,7;1.6,0.7,4;2.0,1.3,10;1.3,1.9,2;1.2,1.0,3;1.0,1.0,6;5.4,2.9,3;0.2,3.7,4;7.6,1.1,4;0.7,1.5,5;5.2,3.6,9;1.5,1.6,9;9.6,0.9,1;5.0,2.5,3"
850,1,"7.2,2.6,4;4.0,1.0,10;1.7,0.5,5;7.5,0.6,7;7.3,5.9,4;1.0,0.8,1;2.5,0.7,4;7.8,3.6,3;9.1,1.7,9;3.9,1.0,8;9.5,0.7,8;7.9,0.8,9;2.8,0.7,6;6.0,5.1,1;2.1,2.2,8;0.1,1.1,2"
851,4,"8.3,2.2,1;9.6,1.1,5;7.0,8.5,5;4.8,1.3,10;7.6,1.2,7;7.9,0.5,1;7.2,7.1,5;8.6,1.0,4;2.1,1.7,5;0.3,2.0,10;8.4,4.2,6;6.2,2.2,9;2.0,0.6,6;5.3,3.2,10;8.6,7.4,7;2.6,0.7,7;1.1,3.1,5;5.7,9.6,10;2.1,2.6,9"
852,4,"0,1.2,3;3.5,6.6,7;2.3,5.6,7;6.9,10.6,5;0.7,12.3,3;1.7,5.1,5;3.5,11.0,5;3.0,3.1,3;5.0,8.8,3;3.5,4.3,3;1.4,14.2,6;6.0,6.3,7;1.8,2.3,7"
853,4,"8.3,5.3,6;14.5,6.8,10;5.4,8.7,8;3.4,1.4,6;17.8,3.4,8;5.8,3.9,7;14.6,6.3,8;9.0,2.0,8;15.0,9.6,9;0.5,4.8,8;6.5,4.8,1;13.5,3.1,8;12.7,3.3,5;12.4,7.4,6"
854,4,"2.6,4.7,8;15.3,3.4,8;14.6,3.3,8;19.1,1.5,8;17.0,8.4,10;3.5,8.4,5;5.6,1.1,6;16.0,10.0,9;1.3,9.2,8;6.2,6.2,8;18.5,8.9,7;19.1,3.3,7;12.1,1.1,8;4.6,4.7,1;14.5,3.9,10;18.6,5.8,9;15.3,9.4,8;4.3,9.3,10;15.5,7.7,10"
855,3,"0.4,1.2,4;8.4,4.0,7;6.6,2.7,10;8.1,1.4,9;9.8,3.1,2;8.5,2.4,2;0.6,2.2,8;4.0,2.0,9;2.7,3.6,3;1.6,1.5,9;3.8,1.0,9;8.0,0.7,3"
856,2,"3.1,3.7,4;1.7,9.7,7;1.7,9.2,5;4.2,3.0,3;4.0,14.1,6;5.1,5.4,7;1.9,14.3,6;0.8,7.5,5"
857,1,"0.1,0.5,2;4.3,2.6,10;6.2,2.3,10;9.7,2.0,7;0.6,2.1,1;0.2,5.4,10;1.8,1.3,5;2.4,3.9,3;2.9,1.0,7;9.8,4.3,10"
858,3,"3.1,1.3,9;0.3,5.5,5;8.9,3.2,3;3.0,1.2,10;1.2,0.7,9;8.6,3.5,2;6.1,1.1,1;3.7,3.3,5;3.8,1.3,3;8.0,1.9,10;8.2,0.7,4;2.3,4.1,8;7.2,0.6,1;0.5,3.2,3;4.2,1.4,9;2.2,0.5,5;8.9,0.7,2;8.9,1.4,4;6.5,2.6,3"
859,1,"4.9,2.6,2;1.3,6.6,9;0.4,1.4,1;7.9,2.3,1;8.5,5.1,1;1.9,0.5,2;1.4,2.7,6;5.8,2.6,9;3.0,0.7,4;5.3,3.0,1"
860,2,"19.6,4.0,5;15.0,6.3,1;11.0,2.2,7;13.2,1.1,7;19.9,5.1,6"
861,3,"9.0,1.9,4;4.1,0.5,1;9.4,1.0,5;5.3,2.0,1"
862,4,"3.1,5.8,9;7.2,2.3,10;1.5,8.0,10;13.9,1.7,1;0.8,6.6,5;13.4,6.5,9;4.3,8.3,9;14.6,3.5,7;10.7,6.2,5"
863,2,"5.5,13.4,3;4.4,1.2,5;2.9,1.4,4;5.3,14.7,4"
864,4,"9.1,5.9,4;9.4,4.2,9;6.2,3.1,10;4.4,3.6,10;1.4,2.2,1;4.7,4.6,10;6.5,2.3,9;6.1,2.5,2;1.5,3.0,4;6.3,0.6,5;5.1,3.9,4;6.1,0.8,9;1.1,1.4,9;5.5,1.6,3;3.7,1.5,2;3.8,1.2,9;8.0,1.0,4"
865,4,"1.5,4.4,4;1.6,6.3,4;0.4,9.5,6;0.4,10.9,4"
866,4,"8.1,3.1,8;8.5,3.5,1;2.8,0.7,4;4.5,3.7,10;6.9,4.5,10;6.9,2.7,1;6.6,0.7,1;9.7,1.7,8;9.4,1.2,9;6.6,0.8,5;5.9,1.7,1;0.3,6.7,4;7.1,0.8,3;3.6,3.4,9;4.2,1.4,1;5.6,1.9,6"
867,3,"5.4,1.1,7;0.9,5.1,4;4.7,13.2,7;2.5,4.3,6;2.6,3.2,6;7.5,9.3,6;7.0,8.9,4"
868,2,"4.6,4.7,7;5.0,7.6,4;8.5,7.4,6;4.6,5.1,6;6.9,6.6,4;6.3,2.7,3"
869,2,"5.2,3.9,6;3.0,4.1,4;2.3,10.2,6;0,7.5,5;0,8.3,6;2.2,10.2,7"
870,4,"19.1,6.0,6;19.1,6.8,1;11.1,7.1,6;15.5,1.7,9;18.2,3.0,6"
871,1,"8.3,8.6,6;7.5,1.6,8;18.0,9.0,9;18.8,6.1,5;0.8,5.0,5;0.2,7.5,7;5.8,8.1,9;3.4,9.2,9;14.8,2.5,1;17.1,6.8,7;2.6,2.3,7;15.8,5.8,8;16.2,6.1,10;1.4,4.9,6;3.9,9.2,6;1.9,8.7,5;19.7,4.7,5"
872,,"0,13.5,5;0,16.2,5;0,14.2,5;0,14.7,5;0,13.6,5;0,14.1,5;0,15.7,5"
873,4,"3.6,0.7,4;4.3,8.7,8;0.4,1.3,4;7.8,1.0,3;5.5,1.7,10;6.2,0.6,1;7.8,2.7,5;2.5,0.6,5;2.9,4.3,9;7.4,3.5,2;0.7,1.2,3;2.2,8.2,1;7.2,2.0,1;5.6,1.7,9;1.4,1.7,5;8.5,0.6,9;4.6,0.5,8"
874,5,"4.4,11.9,6;5.2,4.9,5;2.5,9.8,4;2.9,12.7,4;3.2,1.1,5;4.2,9.0,6;0.6,9.1,7;1.1,4.5,7;5.2,7.3,7;4.4,14.0,7;5.4,2.2,4;3.6,1.6,7;0,14.5,5;2.3,6.8,5;1.9,5.9,7;0,6.4,4;2.5,12.1,4"
875,4,"2.7,2.1,5;8.0,0.5,3;8.1,0.7,10;3.0,2.9,9;2.9,1.9,2;5.6,4.6,3;6.8,0.5,8;1.7,0.9,10;9.3,0.9,7;3.1,0.8,4;3.9,3.2,9;2.9,0.6,6;0.8,0.6,1;5.6,2.2,4;4.1,1.3,8;4.8,2.6,6"
876,1,"6.3,2.1,1;7.5,1.0,3;3.9,2.5,3;1.4,0.6,9;8.5,1.1,6;8.4,0.6,5;1.2,1.3,8;6.1,3.1,4;3.1,1.8,4;4.8,0.8,8;1.5,1.0,1;9.5,1.9,1;7.3,2.0,3"
877,3,"8.5,4.6,1;5.5,0.9,8;4.3,3.3,2;8.4,2.9,6;0.6,0.6,1;2.3,2.5,1;2.3,5.0,4;4.5,3.2,1;9.2,2.4,10;7.7,1.5,2"
878,3,"6.0,1.5,6;9.5,0.7,8;8.7,3.3,6;6.0,1.9,1;0.1,1.5,4;0.4,0.6,10;9.8,5.8,7;2.2,2.4,2;6.2,0.9,3;5.6,1.9,6;2.4,3.7,2;7.4,1.1,6;9.0,0.9,5;3.8,2.2,7;8.0,1.5,5;8.9,0.7,9;0.9,3.8,2;1.9,0.8,6;4.2,2.3,10"
879,2,"3.1,4.9,10;7.5,0.7,4;7.7,3.6,3;5.8,2.4,8;5.5,4.6,8;4.6,4.5,1;3.7,2.0,3;8.8,1.6,5;3.1,1.7,10;2.2,3.4,5;7.4,1.5,8;0.9,0.7,9;5.5,2.4,7"
880,1,"13.3,3.7,6;11.6,8.2,8;16.8,1.4,1;19.9,2.3,7;8.2,6.6,5;5.0,3.3,8;18.7,8.9,5;19.9,7.7,5;3.9,5.2,7;7.6,2.2,8;0.0,2.6,5;1.8,3.0,10;3.5,1.8,7"
881,4,"6.1,1.0,2;7.9,4.5,10;0.1,1.9,6;1.2,5.1,2;2.3,1.6,2;6.6,2.9,7;4.1,1.3,9"
882,2,"11.1,6.0,1;12.8,6.4,8;2.1,10.0,5;15.7,9.5,9;10.2,2.7,10;2.4,5.5,5;15.6,8.5,6;17.7,7.7,6;19.7,9.7,9;5.2,4.8,10;6.1,3.0,5;15.3,3.9,10"
883,4,"2.4,2.5,1;3.4,2.2,2;9.6,0.9,10;3.3,2.6,6;2.3,2.4,10;7.1,1.5,5"
884,1,"8.8,1.4,9;6.8,4.0,9;0.4,6.9,6;0.9,9.2,7;4.8,8.6,8;3.6,4.3,9;7.5,2.0,8;7.7,6.0,5;10.6,4.6,9;8.1,5.1,10;13.2,6.2,10;4.4,8.9,9;10.9,1.8,9;0.9,4.1,1;9.6,7.5,7;10.1,1.1,5;4.0,9.8,7"
885,4,"4.3,2.0,7;6.2,2.3,8;8.5,5.4,8;9.7,1.5,2;7.2,1.4,8;6.7,0.9,1;8.2,1.9,9;8.9,5.7,6;3.1,1.1,2;2.5,3.4,1;5.9,4.9,1;2.5,0.9,6;7.7,5.3,4;3.2,2.0,4"
886,4,"0.9,2.9,1;6.6,0.7,2;4.8,2.2,5;4.3,2.0,8;4.8,0.8,2;1.2,0.9,7;1.7,0.9,4;2.9,1.5,9;6.2,9.9,3;4.3,2.5,4;2.1,5.3,8;3.3,0.6,8;6.4,1.8,1;5.9,3.1,8;8.2,1.4,6;1.2,11.6,3;1.9,13.8,6;4.2,2.7,5"
887,2,"3.1,6.5,6;0.6,1.5,6;6.3,10.6,6;7.0,11.4,7;3.2,13.3,7;4.3,14.6,7;0,6.4,6;0,12.7,7;1.8,8.5,6;0.9,14.5,3;0,7.1,5;7.9,3.7,3;1.5,6.9,6;1.8,5.7,6;3.0,9.4,6;5.3,7.9,6"
888,3,"1.0,2.3,5;0.0,3.6,5;0,7.4,4;1.8,10.2,6;0.8,11.3,7;3.0,1.4,4;0,13.6,6;1.1,6.3,7;4.2,6.3,6;3.6,13.3,5"
889,,"0,11.6,5;0,12.5,5;0,12.3,5;0,14.1,5;0,12.2,5;0,14.1,5;0,13.3,5;0,12.2,5;0,12.0,5"
890,2,"0,13.0,4;5.2,9.2,7;0,7.4,5;0,4.9,7;0,7.9,3;1.7,11.3,4;4.5,2.1,7"
891,4,"3.6,4.5,4;7.1,13.2,7;0,1.2,3;1.3,13.9,6;2.7,1.4,7;1.1,6.1,6;1.5,7.7,7;0,8.7,7;0.3,14.1,4;0.6,7.9,6;2.4,12.4,7;2.6,3.8,7;0,6.9,6;0,14.0,6;1.6,10.3,7"
892,2,"3.5,9.4,3;7.6,1.2,7;6.9,10.2,4;3.9,12.6,7;5.7,12.7,5;4.3,11.3,3;0,5.6,7;1.8,11.5,7;6.5,11.5,4;5.4,14.3,6;0.3,13.6,6"
893,2,"11.4,1.3,6;6.3,3.0,1;0.3,2.5,6;8.1,8.7,10;19.7,5.3,5;9.9,3.9,10;10.2,2.1,9;7.1,2.9,6"
894,4,"12.2,7.5,9;8.4,6.4,8;9.3,2.5,8;6.0,7.9,10;19.4,4.4,1;0.7,9.6,5;17.4,6.4,6;14.9,6.0,5;15.9,7.0,10"
895,3,"11.9,4.7,8;9.5,3.0,7;12.2,1.7,10;10.3,7.2,9;3.4,8.6,8;17.2,8.6,10;19.6,6.0,6;2.8,3.8,5;12.6,6.9,10;11.6,1.9,5;17.4,7.1,9;7.4,6.7,7;1.4,3.3,9;12.8,4.4,7;4.8,5.5,1;3.9,5.4,8"
896,5,"0,6.0,3;1.7,11.0,4;5.4,11.3,4;3.3,4.4,3;2.0,7.0,6;3.8,11.8,3;3.7,11.6,4;0.8,3.9,3;0,6.6,3;0,10.9,6;0.2,12.6,6"
897,4,"2.6,3.4,3;8.9,3.8,4;9.0,3.3,7;5.5,1.5,10;4.2,4.4,5;1.4,2.5,8;7.0,1.0,5;3.4,7.1,10;2.7,1.5,8;1.6,5.3,6;3.4,4.2,4"
898,3,"10.6,5.5,5;8.5,1.4,5;7.8,2.2,10;19.4,5.8,7;4.2,5.7,9;1.8,5.2,6;1.3,8.9,5;14.9,1.2,9;6.4,3.0,1"
899,4,"8.1,8.9,2;1.9,1.1,10;3.8,4.4,5;6.1,0.5,6;4.7,0.8,2;1.0,3.0,6;8.3,2.9,3;2.2,1.6,8;1.4,0.8,7;4.5,3.8,7;8.6,1.9,7;4.1,2.6,3;9.9,2.1,3;1.8,0.7,4;5.8,1.7,1;4.9,0.8,10"
900,,"0,12.2,5;0,10.7,5;0,11.4,5;0,12.7,5;0,12.4,5;0,12.1,5;0,12.8,5;0,11.5,5;0,12.6,5;0,12.7,5;0,10.6,5;0,12.7,5;0,10.9,5;0,11.5,5"
901,4,"4.0,2.0,1;18.2,9.0,8;7.9,9.8,6;10.2,6.8,8;5.5,4.0,9;8.6,1.3,10;16.1,9.8,9;7.3,2.0,6;11.3,5.7,7;3.9,5.4,6;2.1,7.3,10;11.9,8.0,5;5.1,9.4,5;13.9,8.4,10;11.7,7.9,7;8.9,4.5,7;14.6,4.8,7;14.1,7.4,9"
902,,"0,14.0,5;0,15.0,5;0,12.9,5;0,14.3,5"
903,1,"5.4,0.9,2;9.9,3.1,10;8.9,2.7,10;4.8,4.2,4;5.2,9.6,2;4.0,4.6,1;8.2,3.8,8;2.4,12.2,4;2.7,3.8,8;3.2,1.0,3;8.3,0.9,1;9.9,7.1,8;9.5,1.2,3;0.3,0.6,8;4.3,2.0,8;3.1,0.6,6;8.3,0.6,8"
904,5,"1.6,6.6,6;0,7.0,3;2.6,9.7,6;0,11.9,5"
905,4,"5.4,1.8,1;7.9,2.3,8;8.6,1.3,6;6.8,1.3,1;1.3,2.4,10"
906,3,"2.6,2.8,7;4.0,4.6,6;4.5,1.1,3;0.9,1.1,9;2.5,1.2,5;8.6,3.5,3;7.2,11.7,2;7.7,1.1,3;4.0,2.6,8"
907,,"0,12.1,5;0,12.8,5;0,13.9,5;0,11.9,5;0,12.6,5;0,13.5,5;0,12.0,5;0,13.2,5;0,12.5,5;0,11.8,5;0,13.3,5"
908,4,"0,8.9,3;0,5.5,6;2.8,12.7,6;1.7,2.4,3;0,2.7,3;0,6.3,3;0,11.9,5;0,7.6,5;2.3,7.7,5;2.5,7.8,3;0,1.1,6;0,1.3,4;0.5,4.0,3;0,7.8,4;2.7,11.2,5"
909,4,"1.1,1.5,4;0,8.4,7;1.1,14.1,5;1.1,6.4,4"
910,3,"6.4,3.1,5;7.5,2.8,6;2.8,1.4,7;7.8,9.7,3;5.7,2.4,3;2.4,12.1,5;0.8,1.3,4;5.1,14.3,6;2.5,13.8,3;6.1,1.1,5;1.2,9.5,6;9.3,1.5,5"
911,3,"4.9,10.2,5;1.7,4.6,6;3.8,5.0,7;4.6,6.0,3;0,6.9,3;2.4,3.2,7;0.4,2.8,5;4.1,11.4,6;4.2,11.6,5;6.6,10.3,7;4.3,10.6,5;1.9,11.0,4;0.8,2.1,3;0.6,12.2,7;1.7,3.9,4;3.7,11.9,4;3.7,1.9,7;3.2,14.5,5;4.1,1.6,7"
912,2,"4.6,1.4,6;8.5,1.9,7;6.6,0.9,9;3.1,1.3,8;3.9,3.3,9;9.1,5.7,10;1.7,5.0,7;9.7,1.2,9;4.3,0.6,3;3.1,2.0,1"
913,2,"4.6,6.5,8;11.2,6.5,10;18.8,1.9,6;18.8,3.9,1;8.8,7.6,10;8.8,9.1,6;0.4,2.6,10;10.4,7.7,6;0.9,7.7,9;19.6,8.1,7;9.4,6.7,9;12.1,8.2,10;13.9,7.4,8"
914,1,"15.3,6.9,7;16.7,5.9,1;1.7,7.2,9;8.5,5.3,8;0.9,8.9,5;12.2,6.2,10"
915,2,"2.7,2.5,1;1.3,3.7,1;2.3,3.1,8;2.7,0.7,9"
916,1,"7.7,0.7,1;0.0,5.3,3;8.9,4.0,9;5.3,5.7,2;3.8,0.6,9;6.7,1.9,2;4.5,0.6,7"
917,,"0,11.9,5;0,14.0,5;0,13.8,5;0,12.3,5"
918,2,"6.8,5.1,9;4.4,1.8,8;3.8,1.0,7;3.5,4.4,3;8.0,0.9,4;1.9,1.1,6;8.7,3.3,2;9.3,5.2,6;4.6,1.1,4;0.3,2.9,1;2.1,0.9,8;7.2,2.6,9;4.9,0.7,5;3.3,0.7,6;6.5,3.5,10"
919,4,"1.9,11.7,7;1.5,14.6,4;4.5,14.4,7;1.1,5.5,6;1.5,7.7,7;5.3,10.4,3"
920,1,"1.9,3.3,1;7.7,3.1,3;8.0,3.3,10;3.0,4.2,3;4.3,1.1,2;7.7,3.4,8;8.1,1.4,3;4.6,0.9,5;6.3,7.4,4;0.4,3.6,8;9.2,2.7,2;3.5,5.5,8;6.7,1.0,9;1.4,0.9,4"
921,4,"3.7,1.9,5;3.2,1.4,10;8.0,1.0,5;0.7,1.5,8;3.9,2.1,1;0.1,3.7,10;7.2,4.9,7;1.0,3.4,5;2.9,2.5,3;0.7,0.7,7;7.0,1.1,7;4.5,1.6,3;9.9,2.0,5;0.2,0.9,9"
922,2,"15.6,5.8,7;17.1,8.6,1;8.3,5.0,8;6.4,6.0,8;12.5,1.9,7"
923,4,"7.3,1.6,3;2.9,0.9,7;5.8,4.3,1;6.7,1.3,10;7.3,1.1,8;6.3,0.6,9;9.2,2.3,10;9.8,7.6,8;10.0,6.5,10;2.4,2.0,7;0.1,1.4,8"
924,5,"0,12.9,5;0.9,1.6,4;3.2,9.8,4;1.7,6.4,4;4.9,9.7,4;2.4,13.5,5;5.9,2.8,7;1.6,6.1,6;0,3.5,4;4.0,10.9,5;5.8,6.3,4;4.7,5.9,3;5.9,7.9,7;2.7,7.3,3;2.1,5.9,3;3.9,9.3,5;1.7,8.4,3;5.0,8.0,6;3.7,4.6,7;0,2.6,4"
925,,"0,6.0,5;0,5.6,5;0,6.6,5;0,6.5,5;0,5.8,5;0,5.9,5;0,6.6,5;0,5.8,5"
926,1,"8.6,7.0,8;6.9,6.2,10;8.7,6.4,5;18.3,2.1,8;12.8,2.7,1;3.7,2.0,7"
927,3,"0.3,2.5,3;8.9,3.1,8;2.8,4.2,8;7.4,0.8,9"
928,4,"4.1,4.8,4;1.6,14.2,5;2.6,7.5,3;4.6,4.4,5;2.1,5.7,3;5.4,1.3,3;4.7,1.1,4;3.0,12.0,7;0,13.3,6;0,5.4,5;0.1,12.3,3;0.3,12.1,3"
929,5,"3.7,5.6,4;0,7.2,5;0,11.8,3;0,5.8,7;2.3,9.2,7;0,13.0,6;2.4,10.3,5"
930,2,"0.4,6.8,8;14.7,1.1,8;7.3,8.4,9;18.0,3.3,7;12.6,10.0,1"
